Row,Row.Numbers,Genotype,Pedigree,Treatment,date,Canopy_Coverage
4159,4159 and 4160,N6,Ames 27137,Nitrogen,1-Sep,60.45133318
4161,4161 and 4162,NC232,Ames 12732,Nitrogen,22-Aug,63.27943671
4161,4161 and 4162,NC232,Ames 12732,Nitrogen,23-Aug,64.444378
4161,4161 and 4162,NC232,Ames 12732,Nitrogen,14-Aug,56.76518883
4161,4161 and 4162,NC232,Ames 12732,Nitrogen,5-Sep,52.49282776
4161,4161 and 4162,NC232,Ames 12732,Nitrogen,20-Aug,59.78052454
4161,4161 and 4162,NC232,Ames 12732,Nitrogen,30-Aug,56.77778578
4161,4161 and 4162,NC232,Ames 12732,Nitrogen,16-Aug,52.71798194
4161,4161 and 4162,NC232,Ames 12732,Nitrogen,3-Sep,58.17494857
4161,4161 and 4162,NC232,Ames 12732,Nitrogen,26-Aug,63.99797782
4161,4161 and 4162,NC232,Ames 12732,Nitrogen,1-Sep,64.10020955
4161,4161 and 4162,NC232,Ames 12732,Nitrogen,6-Jul,28.75411867
4161,4161 and 4162,NC232,Ames 12732,Nitrogen,12-Aug,67.56692931
4163,4163 and 4164,Ki44,Ames 27260,Nitrogen,22-Aug,61.28004219
4163,4163 and 4164,Ki44,Ames 27260,Nitrogen,1-Sep,59.90474172
4163,4163 and 4164,Ki44,Ames 27260,Nitrogen,30-Aug,56.66386026
4163,4163 and 4164,Ki44,Ames 27260,Nitrogen,6-Jul,20.7580825
4163,4163 and 4164,Ki44,Ames 27260,Nitrogen,12-Aug,58.17661618
4163,4163 and 4164,Ki44,Ames 27260,Nitrogen,3-Sep,50.60298624
4163,4163 and 4164,Ki44,Ames 27260,Nitrogen,20-Aug,51.16857973
4163,4163 and 4164,Ki44,Ames 27260,Nitrogen,14-Aug,42.71518619
4163,4163 and 4164,Ki44,Ames 27260,Nitrogen,23-Aug,57.5050365
4163,4163 and 4164,Ki44,Ames 27260,Nitrogen,16-Aug,51.62213134
4163,4163 and 4164,Ki44,Ames 27260,Nitrogen,26-Aug,57.71045932
4163,4163 and 4164,Ki44,Ames 27260,Nitrogen,5-Sep,40.87506738
4165,4165 and 4166,NC356,Ames 27174,Nitrogen,6-Jul,33.94425864
4165,4165 and 4166,NC356,Ames 27174,Nitrogen,14-Aug,24.4499179
4165,4165 and 4166,NC356,Ames 27174,Nitrogen,30-Aug,24.2504859
4165,4165 and 4166,NC356,Ames 27174,Nitrogen,16-Aug,31.3443544
4165,4165 and 4166,NC356,Ames 27174,Nitrogen,22-Aug,33.86730817
4165,4165 and 4166,NC356,Ames 27174,Nitrogen,26-Aug,34.45178711
4165,4165 and 4166,NC356,Ames 27174,Nitrogen,12-Aug,35.41678966
4165,4165 and 4166,NC356,Ames 27174,Nitrogen,5-Sep,16.34980989
4165,4165 and 4166,NC356,Ames 27174,Nitrogen,3-Sep,23.08615888
4165,4165 and 4166,NC356,Ames 27174,Nitrogen,23-Aug,33.52681959
4165,4165 and 4166,NC356,Ames 27174,Nitrogen,1-Sep,34.29836157
4165,4165 and 4166,NC356,Ames 27174,Nitrogen,20-Aug,30.37858769
4167,4167 and 4168,NC298,Ames 27261,Nitrogen,1-Sep,65.04034686
4167,4167 and 4168,NC298,Ames 27261,Nitrogen,5-Sep,40.72565328
4167,4167 and 4168,NC298,Ames 27261,Nitrogen,3-Sep,54.99279327
4167,4167 and 4168,NC298,Ames 27261,Nitrogen,12-Aug,67.94750108
4167,4167 and 4168,NC298,Ames 27261,Nitrogen,30-Aug,51.44018754
4167,4167 and 4168,NC298,Ames 27261,Nitrogen,16-Aug,59.51891553
4167,4167 and 4168,NC298,Ames 27261,Nitrogen,14-Aug,49.74468987
4167,4167 and 4168,NC298,Ames 27261,Nitrogen,6-Jul,49.92047566
4167,4167 and 4168,NC298,Ames 27261,Nitrogen,22-Aug,66.10599851
4167,4167 and 4168,NC298,Ames 27261,Nitrogen,20-Aug,60.54861389
4167,4167 and 4168,NC298,Ames 27261,Nitrogen,26-Aug,74.9416505
4167,4167 and 4168,NC298,Ames 27261,Nitrogen,23-Aug,70.55807017
4169,4169 and 4170,NC336,Ames 27164,Nitrogen,26-Aug,26.98214248
4169,4169 and 4170,NC336,Ames 27164,Nitrogen,16-Aug,17.39223883
4169,4169 and 4170,NC336,Ames 27164,Nitrogen,5-Sep,17.24955049
4169,4169 and 4170,NC336,Ames 27164,Nitrogen,20-Aug,17.49599136
4169,4169 and 4170,NC336,Ames 27164,Nitrogen,3-Sep,17.69356712
4169,4169 and 4170,NC336,Ames 27164,Nitrogen,1-Sep,20.45092954
4169,4169 and 4170,NC336,Ames 27164,Nitrogen,6-Jul,11.46389199
4169,4169 and 4170,NC336,Ames 27164,Nitrogen,23-Aug,22.39531746
4169,4169 and 4170,NC336,Ames 27164,Nitrogen,14-Aug,13.18607977
4169,4169 and 4170,NC336,Ames 27164,Nitrogen,12-Aug,17.83691728
4169,4169 and 4170,NC336,Ames 27164,Nitrogen,30-Aug,15.9533281
4169,4169 and 4170,NC336,Ames 27164,Nitrogen,22-Aug,21.58610385
4171,4171 and 4172,NC360,Ames 27176,Nitrogen,16-Aug,76.17190929
4171,4171 and 4172,NC360,Ames 27176,Nitrogen,3-Sep,76.20072487
4171,4171 and 4172,NC360,Ames 27176,Nitrogen,22-Aug,83.33881306
4171,4171 and 4172,NC360,Ames 27176,Nitrogen,6-Jul,39.89149015
4171,4171 and 4172,NC360,Ames 27176,Nitrogen,26-Aug,84.10653363
4171,4171 and 4172,NC360,Ames 27176,Nitrogen,12-Aug,77.66752197
4171,4171 and 4172,NC360,Ames 27176,Nitrogen,20-Aug,79.45781489
4171,4171 and 4172,NC360,Ames 27176,Nitrogen,30-Aug,82.85139293
4171,4171 and 4172,NC360,Ames 27176,Nitrogen,1-Sep,85.89154953
4171,4171 and 4172,NC360,Ames 27176,Nitrogen,5-Sep,78.67864391
4171,4171 and 4172,NC360,Ames 27176,Nitrogen,23-Aug,82.84675216
4171,4171 and 4172,NC360,Ames 27176,Nitrogen,14-Aug,71.69394565
4173,4173 and 4174,NC372,Ames 27182,Nitrogen,20-Aug,29.09096346
4173,4173 and 4174,NC372,Ames 27182,Nitrogen,16-Aug,30.45405147
4173,4173 and 4174,NC372,Ames 27182,Nitrogen,26-Aug,37.87404983
4173,4173 and 4174,NC372,Ames 27182,Nitrogen,14-Aug,25.41183325
4173,4173 and 4174,NC372,Ames 27182,Nitrogen,30-Aug,24.70587499
4173,4173 and 4174,NC372,Ames 27182,Nitrogen,5-Sep,27.2150731
4173,4173 and 4174,NC372,Ames 27182,Nitrogen,1-Sep,41.99167836
4173,4173 and 4174,NC372,Ames 27182,Nitrogen,12-Aug,35.06891619
4173,4173 and 4174,NC372,Ames 27182,Nitrogen,3-Sep,24.65428695
4173,4173 and 4174,NC372,Ames 27182,Nitrogen,6-Jul,32.13130187
4173,4173 and 4174,NC372,Ames 27182,Nitrogen,23-Aug,34.63503609
4173,4173 and 4174,NC372,Ames 27182,Nitrogen,22-Aug,36.57765639
4177,4177 and 4178,SA24,PI 686065,Nitrogen,20-Aug,64.15956823
4177,4177 and 4178,SA24,PI 686065,Nitrogen,16-Aug,62.73714419
4177,4177 and 4178,SA24,PI 686065,Nitrogen,1-Sep,69.54964228
4177,4177 and 4178,SA24,PI 686065,Nitrogen,22-Aug,69.28673505
4177,4177 and 4178,SA24,PI 686065,Nitrogen,26-Aug,71.12948292
4177,4177 and 4178,SA24,PI 686065,Nitrogen,6-Jul,45.51220116
4177,4177 and 4178,SA24,PI 686065,Nitrogen,14-Aug,59.44594523
4177,4177 and 4178,SA24,PI 686065,Nitrogen,12-Aug,64.06457912
4177,4177 and 4178,SA24,PI 686065,Nitrogen,30-Aug,59.21372615
4177,4177 and 4178,SA24,PI 686065,Nitrogen,23-Aug,70.28596845
4177,4177 and 4178,SA24,PI 686065,Nitrogen,3-Sep,53.96481997
4177,4177 and 4178,SA24,PI 686065,Nitrogen,5-Sep,51.63071201
4179,4179 and 4180,W64A,PI 587152,Nitrogen,20-Aug,65.42252389
4179,4179 and 4180,W64A,PI 587152,Nitrogen,3-Sep,55.80106632
4179,4179 and 4180,W64A,PI 587152,Nitrogen,30-Aug,65.7635044
4179,4179 and 4180,W64A,PI 587152,Nitrogen,5-Sep,58.48422469
4179,4179 and 4180,W64A,PI 587152,Nitrogen,16-Aug,63.70797095
4179,4179 and 4180,W64A,PI 587152,Nitrogen,23-Aug,71.14749932
4179,4179 and 4180,W64A,PI 587152,Nitrogen,6-Jul,40.46723647
4179,4179 and 4180,W64A,PI 587152,Nitrogen,26-Aug,69.83807445
4179,4179 and 4180,W64A,PI 587152,Nitrogen,22-Aug,67.07477058
4179,4179 and 4180,W64A,PI 587152,Nitrogen,14-Aug,64.21420626
4179,4179 and 4180,W64A,PI 587152,Nitrogen,1-Sep,75.49117549
4179,4179 and 4180,W64A,PI 587152,Nitrogen,12-Aug,67.21814755
4181,4181 and 4182,W401,Ames 27194,Nitrogen,3-Sep,25.45864178
4181,4181 and 4182,W401,Ames 27194,Nitrogen,20-Aug,38.87802891
4181,4181 and 4182,W401,Ames 27194,Nitrogen,1-Sep,37.75147412
4181,4181 and 4182,W401,Ames 27194,Nitrogen,26-Aug,51.67268577
4181,4181 and 4182,W401,Ames 27194,Nitrogen,14-Aug,45.99449123
4181,4181 and 4182,W401,Ames 27194,Nitrogen,12-Aug,49.69867617
4181,4181 and 4182,W401,Ames 27194,Nitrogen,22-Aug,45.83177351
4181,4181 and 4182,W401,Ames 27194,Nitrogen,23-Aug,51.68512448
4181,4181 and 4182,W401,Ames 27194,Nitrogen,16-Aug,45.27104139
4181,4181 and 4182,W401,Ames 27194,Nitrogen,5-Sep,28.28810512
4181,4181 and 4182,W401,Ames 27194,Nitrogen,6-Jul,36.50588381
4181,4181 and 4182,W401,Ames 27194,Nitrogen,30-Aug,42.05510364
4183,4183 and 4184,Oh43E,Ames 27183,Nitrogen,12-Aug,85.20311542
4183,4183 and 4184,Oh43E,Ames 27183,Nitrogen,16-Aug,84.10683635
4183,4183 and 4184,Oh43E,Ames 27183,Nitrogen,6-Jul,69.36752137
4183,4183 and 4184,Oh43E,Ames 27183,Nitrogen,22-Aug,85.33527782
4183,4183 and 4184,Oh43E,Ames 27183,Nitrogen,1-Sep,96.58691477
4183,4183 and 4184,Oh43E,Ames 27183,Nitrogen,3-Sep,77.32805306
4183,4183 and 4184,Oh43E,Ames 27183,Nitrogen,23-Aug,85.9228472
4183,4183 and 4184,Oh43E,Ames 27183,Nitrogen,14-Aug,90.32681816
4183,4183 and 4184,Oh43E,Ames 27183,Nitrogen,26-Aug,87.69468755
4183,4183 and 4184,Oh43E,Ames 27183,Nitrogen,20-Aug,80.24758267
4183,4183 and 4184,Oh43E,Ames 27183,Nitrogen,5-Sep,79.15619019
4183,4183 and 4184,Oh43E,Ames 27183,Nitrogen,30-Aug,79.15413434
4201,4201 and 4202,B73Htrhm,Ames 27065,Nitrogen,5-Sep,10.77120107
4201,4201 and 4202,B73Htrhm,Ames 27065,Nitrogen,6-Jul,27.07295925
4201,4201 and 4202,B73Htrhm,Ames 27065,Nitrogen,23-Aug,33.80191144
4201,4201 and 4202,B73Htrhm,Ames 27065,Nitrogen,14-Aug,11.35494465
4201,4201 and 4202,B73Htrhm,Ames 27065,Nitrogen,12-Aug,24.38929131
4201,4201 and 4202,B73Htrhm,Ames 27065,Nitrogen,26-Aug,30.27362966
4201,4201 and 4202,B73Htrhm,Ames 27065,Nitrogen,30-Aug,27.4222474
4201,4201 and 4202,B73Htrhm,Ames 27065,Nitrogen,20-Aug,16.72341682
4201,4201 and 4202,B73Htrhm,Ames 27065,Nitrogen,1-Sep,11.86826641
4201,4201 and 4202,B73Htrhm,Ames 27065,Nitrogen,22-Aug,23.91525849
4201,4201 and 4202,B73Htrhm,Ames 27065,Nitrogen,3-Sep,14.85957375
4201,4201 and 4202,B73Htrhm,Ames 27065,Nitrogen,16-Aug,13.16443511
4203,4203 and 4204,CH701-30,Ames 27069,Nitrogen,30-Aug,34.01521719
4203,4203 and 4204,CH701-30,Ames 27069,Nitrogen,12-Aug,47.20770226
4203,4203 and 4204,CH701-30,Ames 27069,Nitrogen,14-Aug,32.74696753
4203,4203 and 4204,CH701-30,Ames 27069,Nitrogen,3-Sep,26.76620814
4203,4203 and 4204,CH701-30,Ames 27069,Nitrogen,1-Sep,25.89666226
4203,4203 and 4204,CH701-30,Ames 27069,Nitrogen,22-Aug,32.33179141
4203,4203 and 4204,CH701-30,Ames 27069,Nitrogen,20-Aug,35.86734293
4203,4203 and 4204,CH701-30,Ames 27069,Nitrogen,23-Aug,46.19113651
4203,4203 and 4204,CH701-30,Ames 27069,Nitrogen,5-Sep,19.19157203
4203,4203 and 4204,CH701-30,Ames 27069,Nitrogen,6-Jul,29.04149635
4203,4203 and 4204,CH701-30,Ames 27069,Nitrogen,26-Aug,41.76220042
4203,4203 and 4204,CH701-30,Ames 27069,Nitrogen,16-Aug,24.28277789
4205,4205 and 4206,B84,PI 608767,Nitrogen,6-Jul,30.25393286
4205,4205 and 4206,B84,PI 608767,Nitrogen,1-Sep,14.21844149
4205,4205 and 4206,B84,PI 608767,Nitrogen,30-Aug,32.13513319
4205,4205 and 4206,B84,PI 608767,Nitrogen,23-Aug,26.71231597
4205,4205 and 4206,B84,PI 608767,Nitrogen,3-Sep,16.85003009
4205,4205 and 4206,B84,PI 608767,Nitrogen,14-Aug,9.674770909
4205,4205 and 4206,B84,PI 608767,Nitrogen,22-Aug,22.87128938
4205,4205 and 4206,B84,PI 608767,Nitrogen,20-Aug,15.48139205
4205,4205 and 4206,B84,PI 608767,Nitrogen,16-Aug,11.47585647
4205,4205 and 4206,B84,PI 608767,Nitrogen,12-Aug,20.08219987
4205,4205 and 4206,B84,PI 608767,Nitrogen,26-Aug,30.63053791
4205,4205 and 4206,B84,PI 608767,Nitrogen,5-Sep,11.38332857
4209,4209 and 4210,B164,Ames 27066,Nitrogen,6-Jul,43.42574012
4209,4209 and 4210,B164,Ames 27066,Nitrogen,12-Aug,75.59890097
4209,4209 and 4210,B164,Ames 27066,Nitrogen,22-Aug,68.02987047
4209,4209 and 4210,B164,Ames 27066,Nitrogen,30-Aug,74.0080812
4209,4209 and 4210,B164,Ames 27066,Nitrogen,3-Sep,61.87878703
4209,4209 and 4210,B164,Ames 27066,Nitrogen,20-Aug,72.76777538
4209,4209 and 4210,B164,Ames 27066,Nitrogen,1-Sep,79.56622502
4209,4209 and 4210,B164,Ames 27066,Nitrogen,23-Aug,80.78879599
4209,4209 and 4210,B164,Ames 27066,Nitrogen,26-Aug,82.02078483
4209,4209 and 4210,B164,Ames 27066,Nitrogen,16-Aug,48.49683808
4209,4209 and 4210,B164,Ames 27066,Nitrogen,5-Sep,50.00307511
4209,4209 and 4210,B164,Ames 27066,Nitrogen,14-Aug,68.00730971
4211,4211 and 4212,B2,Ames 26769,Nitrogen,26-Aug,30.17100718
4211,4211 and 4212,B2,Ames 26769,Nitrogen,23-Aug,28.15281053
4211,4211 and 4212,B2,Ames 26769,Nitrogen,20-Aug,19.08487107
4211,4211 and 4212,B2,Ames 26769,Nitrogen,1-Sep,15.25040616
4211,4211 and 4212,B2,Ames 26769,Nitrogen,14-Aug,19.58419408
4211,4211 and 4212,B2,Ames 26769,Nitrogen,16-Aug,11.79795179
4211,4211 and 4212,B2,Ames 26769,Nitrogen,12-Aug,20.99457299
4211,4211 and 4212,B2,Ames 26769,Nitrogen,30-Aug,27.0989368
4211,4211 and 4212,B2,Ames 26769,Nitrogen,3-Sep,28.33853431
4211,4211 and 4212,B2,Ames 26769,Nitrogen,22-Aug,20.18861107
4211,4211 and 4212,B2,Ames 26769,Nitrogen,5-Sep,12.359766
4211,4211 and 4212,B2,Ames 26769,Nitrogen,6-Jul,13.16536603
4213,4213 and 4214,A632,PI 587140,Nitrogen,22-Aug,22.75377369
4213,4213 and 4214,A632,PI 587140,Nitrogen,12-Aug,34.70469357
4213,4213 and 4214,A632,PI 587140,Nitrogen,20-Aug,22.4356842
4213,4213 and 4214,A632,PI 587140,Nitrogen,1-Sep,9.830237103
4213,4213 and 4214,A632,PI 587140,Nitrogen,5-Sep,5.377822317
4213,4213 and 4214,A632,PI 587140,Nitrogen,26-Aug,29.73024517
4213,4213 and 4214,A632,PI 587140,Nitrogen,30-Aug,21.05305987
4213,4213 and 4214,A632,PI 587140,Nitrogen,3-Sep,8.165852703
4213,4213 and 4214,A632,PI 587140,Nitrogen,6-Jul,32.89780751
4213,4213 and 4214,A632,PI 587140,Nitrogen,23-Aug,33.26854721
4213,4213 and 4214,A632,PI 587140,Nitrogen,16-Aug,15.03797637
4213,4213 and 4214,A632,PI 587140,Nitrogen,14-Aug,28.2356057
4215,4215 and 4216,Pa880,PI 517974,Nitrogen,5-Sep,21.33655074
4215,4215 and 4216,Pa880,PI 517974,Nitrogen,26-Aug,38.92600587
4215,4215 and 4216,Pa880,PI 517974,Nitrogen,6-Jul,12.09760932
4215,4215 and 4216,Pa880,PI 517974,Nitrogen,22-Aug,29.27084927
4215,4215 and 4216,Pa880,PI 517974,Nitrogen,12-Aug,32.65832558
4215,4215 and 4216,Pa880,PI 517974,Nitrogen,14-Aug,32.0308279
4215,4215 and 4216,Pa880,PI 517974,Nitrogen,20-Aug,30.52809413
4215,4215 and 4216,Pa880,PI 517974,Nitrogen,30-Aug,36.45679124
4215,4215 and 4216,Pa880,PI 517974,Nitrogen,23-Aug,42.10064026
4215,4215 and 4216,Pa880,PI 517974,Nitrogen,16-Aug,21.79622628
4215,4215 and 4216,Pa880,PI 517974,Nitrogen,1-Sep,24.94138858
4215,4215 and 4216,Pa880,PI 517974,Nitrogen,3-Sep,23.88939422
4217,4217 and 4218,Oh40B,NSL 28966,Nitrogen,20-Aug,63.89120416
4217,4217 and 4218,Oh40B,NSL 28966,Nitrogen,6-Jul,25.84367645
4217,4217 and 4218,Oh40B,NSL 28966,Nitrogen,14-Aug,65.79956565
4217,4217 and 4218,Oh40B,NSL 28966,Nitrogen,30-Aug,59.94015781
4217,4217 and 4218,Oh40B,NSL 28966,Nitrogen,12-Aug,66.33892686
4217,4217 and 4218,Oh40B,NSL 28966,Nitrogen,5-Sep,28.99682721
4217,4217 and 4218,Oh40B,NSL 28966,Nitrogen,3-Sep,37.46267195
4217,4217 and 4218,Oh40B,NSL 28966,Nitrogen,16-Aug,58.3425411
4217,4217 and 4218,Oh40B,NSL 28966,Nitrogen,26-Aug,69.19963552
4217,4217 and 4218,Oh40B,NSL 28966,Nitrogen,23-Aug,74.45458181
4217,4217 and 4218,Oh40B,NSL 28966,Nitrogen,22-Aug,60.46589603
4217,4217 and 4218,Oh40B,NSL 28966,Nitrogen,1-Sep,45.46396365
4219,4219 and 4220,Mo44,Ames 28939,Nitrogen,12-Aug,40.89920298
4219,4219 and 4220,Mo44,Ames 28939,Nitrogen,20-Aug,39.50857233
4219,4219 and 4220,Mo44,Ames 28939,Nitrogen,26-Aug,46.6245077
4219,4219 and 4220,Mo44,Ames 28939,Nitrogen,6-Jul,20.64907717
4219,4219 and 4220,Mo44,Ames 28939,Nitrogen,3-Sep,29.83641427
4219,4219 and 4220,Mo44,Ames 28939,Nitrogen,14-Aug,39.02643148
4219,4219 and 4220,Mo44,Ames 28939,Nitrogen,1-Sep,41.03270467
4219,4219 and 4220,Mo44,Ames 28939,Nitrogen,5-Sep,20.47986166
4219,4219 and 4220,Mo44,Ames 28939,Nitrogen,30-Aug,36.01861618
4219,4219 and 4220,Mo44,Ames 28939,Nitrogen,16-Aug,35.53219894
4219,4219 and 4220,Mo44,Ames 28939,Nitrogen,23-Aug,50.11941827
4219,4219 and 4220,Mo44,Ames 28939,Nitrogen,22-Aug,34.83575472
4221,4221 and 4222,NC368,Ames 27180,Nitrogen,26-Aug,73.81431689
4221,4221 and 4222,NC368,Ames 27180,Nitrogen,16-Aug,64.24136564
4221,4221 and 4222,NC368,Ames 27180,Nitrogen,22-Aug,61.28720381
4221,4221 and 4222,NC368,Ames 27180,Nitrogen,3-Sep,56.16378164
4221,4221 and 4222,NC368,Ames 27180,Nitrogen,20-Aug,64.28851753
4221,4221 and 4222,NC368,Ames 27180,Nitrogen,6-Jul,38.8197696
4221,4221 and 4222,NC368,Ames 27180,Nitrogen,30-Aug,64.37949716
4221,4221 and 4222,NC368,Ames 27180,Nitrogen,12-Aug,66.54692432
4221,4221 and 4222,NC368,Ames 27180,Nitrogen,5-Sep,47.40949232
4221,4221 and 4222,NC368,Ames 27180,Nitrogen,23-Aug,75.9941244
4221,4221 and 4222,NC368,Ames 27180,Nitrogen,1-Sep,64.65487375
4221,4221 and 4222,NC368,Ames 27180,Nitrogen,14-Aug,68.29175274
4223,4223 and 4224,NC326,Ames 27159,Nitrogen,16-Aug,42.20871413
4223,4223 and 4224,NC326,Ames 27159,Nitrogen,26-Aug,49.77280777
4223,4223 and 4224,NC326,Ames 27159,Nitrogen,20-Aug,38.69974248
4223,4223 and 4224,NC326,Ames 27159,Nitrogen,22-Aug,41.44007188
4223,4223 and 4224,NC326,Ames 27159,Nitrogen,3-Sep,32.89430599
4223,4223 and 4224,NC326,Ames 27159,Nitrogen,14-Aug,40.4263997
4223,4223 and 4224,NC326,Ames 27159,Nitrogen,5-Sep,27.4079005
4223,4223 and 4224,NC326,Ames 27159,Nitrogen,1-Sep,41.5402779
4223,4223 and 4224,NC326,Ames 27159,Nitrogen,12-Aug,42.86564182
4223,4223 and 4224,NC326,Ames 27159,Nitrogen,23-Aug,52.81427188
4223,4223 and 4224,NC326,Ames 27159,Nitrogen,6-Jul,25.73962591
4223,4223 and 4224,NC326,Ames 27159,Nitrogen,30-Aug,49.53005724
4225,4225 and 4226,Mo17,PI 558532,Nitrogen,30-Aug,36.50968523
4225,4225 and 4226,Mo17,PI 558532,Nitrogen,1-Sep,40.76966804
4225,4225 and 4226,Mo17,PI 558532,Nitrogen,14-Aug,32.51178558
4225,4225 and 4226,Mo17,PI 558532,Nitrogen,16-Aug,36.7391482
4225,4225 and 4226,Mo17,PI 558532,Nitrogen,26-Aug,37.67062121
4225,4225 and 4226,Mo17,PI 558532,Nitrogen,22-Aug,32.00919292
4225,4225 and 4226,Mo17,PI 558532,Nitrogen,6-Jul,13.86894587
4225,4225 and 4226,Mo17,PI 558532,Nitrogen,5-Sep,25.70863165
4225,4225 and 4226,Mo17,PI 558532,Nitrogen,23-Aug,40.52633743
4225,4225 and 4226,Mo17,PI 558532,Nitrogen,20-Aug,33.43935832
4225,4225 and 4226,Mo17,PI 558532,Nitrogen,3-Sep,29.55346273
4225,4225 and 4226,Mo17,PI 558532,Nitrogen,12-Aug,31.83678103
4227,4227 and 4228,NC344,Ames 27168,Nitrogen,6-Jul,32.17341756
4227,4227 and 4228,NC344,Ames 27168,Nitrogen,1-Sep,74.92944766
4227,4227 and 4228,NC344,Ames 27168,Nitrogen,16-Aug,65.97202251
4227,4227 and 4228,NC344,Ames 27168,Nitrogen,14-Aug,64.02775571
4227,4227 and 4228,NC344,Ames 27168,Nitrogen,5-Sep,60.42407557
4227,4227 and 4228,NC344,Ames 27168,Nitrogen,26-Aug,76.80066114
4227,4227 and 4228,NC344,Ames 27168,Nitrogen,12-Aug,62.93557983
4227,4227 and 4228,NC344,Ames 27168,Nitrogen,22-Aug,63.0339884
4227,4227 and 4228,NC344,Ames 27168,Nitrogen,20-Aug,65.82207986
4227,4227 and 4228,NC344,Ames 27168,Nitrogen,3-Sep,67.01669442
4227,4227 and 4228,NC344,Ames 27168,Nitrogen,23-Aug,77.04851858
4227,4227 and 4228,NC344,Ames 27168,Nitrogen,30-Aug,68.93057116
4229,4229 and 4230,A214NGoodman-Buckler,Ames 31536,Nitrogen,3-Sep,59.73384084
4229,4229 and 4230,A214NGoodman-Buckler,Ames 31536,Nitrogen,5-Sep,52.55252105
4229,4229 and 4230,A214NGoodman-Buckler,Ames 31536,Nitrogen,20-Aug,62.61554045
4229,4229 and 4230,A214NGoodman-Buckler,Ames 31536,Nitrogen,22-Aug,62.62154411
4229,4229 and 4230,A214NGoodman-Buckler,Ames 31536,Nitrogen,30-Aug,69.56968079
4229,4229 and 4230,A214NGoodman-Buckler,Ames 31536,Nitrogen,12-Aug,64.95515339
4229,4229 and 4230,A214NGoodman-Buckler,Ames 31536,Nitrogen,14-Aug,65.71905292
4229,4229 and 4230,A214NGoodman-Buckler,Ames 31536,Nitrogen,1-Sep,71.39964413
4229,4229 and 4230,A214NGoodman-Buckler,Ames 31536,Nitrogen,23-Aug,80.20273074
4229,4229 and 4230,A214NGoodman-Buckler,Ames 31536,Nitrogen,6-Jul,46.66518023
4229,4229 and 4230,A214NGoodman-Buckler,Ames 31536,Nitrogen,16-Aug,66.08766199
4229,4229 and 4230,A214NGoodman-Buckler,Ames 31536,Nitrogen,26-Aug,78.51497107
4231,4231 and 4232,CI44,CIze 44,Nitrogen,23-Aug,36.14355609
4231,4231 and 4232,CI44,CIze 44,Nitrogen,26-Aug,36.09435213
4231,4231 and 4232,CI44,CIze 44,Nitrogen,22-Aug,27.00191736
4231,4231 and 4232,CI44,CIze 44,Nitrogen,16-Aug,28.6047279
4231,4231 and 4232,CI44,CIze 44,Nitrogen,14-Aug,31.02812649
4231,4231 and 4232,CI44,CIze 44,Nitrogen,20-Aug,22.35009176
4231,4231 and 4232,CI44,CIze 44,Nitrogen,3-Sep,20.98627223
4231,4231 and 4232,CI44,CIze 44,Nitrogen,5-Sep,17.74482387
4231,4231 and 4232,CI44,CIze 44,Nitrogen,12-Aug,26.52648789
4231,4231 and 4232,CI44,CIze 44,Nitrogen,6-Jul,18.67360337
4231,4231 and 4232,CI44,CIze 44,Nitrogen,1-Sep,27.21150903
4231,4231 and 4232,CI44,CIze 44,Nitrogen,30-Aug,34.01114843
4233,4233 and 4234,CI7Goodman-Buckler,Ames 28367,Nitrogen,14-Aug,75.50082102
4233,4233 and 4234,CI7Goodman-Buckler,Ames 28367,Nitrogen,12-Aug,72.8776766
4233,4233 and 4234,CI7Goodman-Buckler,Ames 28367,Nitrogen,22-Aug,70.51007022
4233,4233 and 4234,CI7Goodman-Buckler,Ames 28367,Nitrogen,1-Sep,80.03578913
4233,4233 and 4234,CI7Goodman-Buckler,Ames 28367,Nitrogen,3-Sep,59.48559354
4233,4233 and 4234,CI7Goodman-Buckler,Ames 28367,Nitrogen,26-Aug,76.69501146
4233,4233 and 4234,CI7Goodman-Buckler,Ames 28367,Nitrogen,16-Aug,71.4252415
4233,4233 and 4234,CI7Goodman-Buckler,Ames 28367,Nitrogen,6-Jul,36.42858912
4233,4233 and 4234,CI7Goodman-Buckler,Ames 28367,Nitrogen,30-Aug,85.32176134
4233,4233 and 4234,CI7Goodman-Buckler,Ames 28367,Nitrogen,23-Aug,75.80425122
4233,4233 and 4234,CI7Goodman-Buckler,Ames 28367,Nitrogen,20-Aug,69.271941
4233,4233 and 4234,CI7Goodman-Buckler,Ames 28367,Nitrogen,5-Sep,60.0427621
4235,4235 and 4236,Sg1533,PI 587132,Nitrogen,22-Aug,76.40799107
4235,4235 and 4236,Sg1533,PI 587132,Nitrogen,30-Aug,59.40151546
4235,4235 and 4236,Sg1533,PI 587132,Nitrogen,3-Sep,43.96132156
4235,4235 and 4236,Sg1533,PI 587132,Nitrogen,5-Sep,37.06989179
4235,4235 and 4236,Sg1533,PI 587132,Nitrogen,20-Aug,78.08310316
4235,4235 and 4236,Sg1533,PI 587132,Nitrogen,23-Aug,81.49446639
4235,4235 and 4236,Sg1533,PI 587132,Nitrogen,26-Aug,80.59769266
4235,4235 and 4236,Sg1533,PI 587132,Nitrogen,14-Aug,80.47724985
4235,4235 and 4236,Sg1533,PI 587132,Nitrogen,6-Jul,45.57116314
